072420.75   +420900.6  2MASX J07242070+4209004       2193308  108110  0.057               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab:
094624.54   +472454.1  2MASX J09462449+4724540       2297760   44490  0.105  (RP:)        S_AB      (rl,l)        Sa     1  0.25  (RP:)S_AB(rl,l)a
094651.41   -010228.6  CGCG 007-032                    28082    6354  0.021  (R)          SA        (r)           S0+   -1  0.00  (R)SA(r)0^+^
094710.50   +201249.3  2MASX J09471049+2012491       1620176  160451  0.113  (RP)         SA_B_a    (l)           Sb     3  0.75  (RP)SA_B_a(l)b
094714.37   +384753.9  2MASX J09471441+3847534       2136787   78251  0.060  (R1P)        SAB_a     (l)           S0/a   0  0.50  (R1P)SAB_a(l)0/a
094715.54   -013459.4  2MASX J09471552-0134592       1115294   29486  ---    (R2P)        SAB_a     (l)           Sab    2  0.50  (R2P)SAB_a(l)ab
094730.70   +495527.9  2MASX J09473067+4955278       2357577   49671  0.064               SA        (rs)          Sb     3  0.00  SA(rs)b
094739.98   +154923.8  2MASX J09473993+1549239       1494169  173433  0.075               S_AB      (r)           S0+   -1  0.25  S_AB(r)0^+^:
094745.31   +090823.3  CGCG 063-070                    28152   76343  0.026  (R1R2P)      SB        (r,bl)        S0/a   0  1.00  (R1R2P)SB(r,bl)0/a
094755.47   +072559.7  SDSS J094755.47+072559.6      1321694   74550  0.086  (R2P)        SAB_a     (l)           Sab    2  0.50  (R2P)SAB_a(l)ab:
094831.27   +631335.6  2MASX J09483124+6313353       3138316   13259  0.098  (RP)         SA        (s:)          Sb     3  0.00  (RP)SA(s:)b
094833.44   +472203.5  KUG 0945+476                    28183   45990  0.032  (R1R2P)      SAB       (_rs)         Sab    2  0.50  (R1R2P)SAB(_rs)ab
094847.11   +010311.6  CGCG 007-039                    28199   22057  0.027  (RP)         SA        (irpl)        Sb     3  0.00  (RP)SA(irpl)b
094934.26   +440609.7  NGC 3008                        28252   55774  0.016               SA        (_rs)         Sa     1  0.00  SA(_rs)a
094941.20   +321316.0  NGC 3011                        28259  119108  0.005  (R_L)        SA        (r)           S0+   -1  0.00  (R_L)SA(r)0^+^
095000.15   +413931.3  2MASX J09500012+4139314       2184682  240334  0.048               SA        (r)           S0+   -1  0.00  SA(r)0^+^
095009.36   +333409.6  NGC 3013                        28300  115500  0.027  (L,R)        SAB       (_rs,bl)      S0/a   0  0.50  (L,R)SAB(_rs,bl)0/a
095020.80   +510636.3  2MASX J09502074+5106362       2388533   49945  0.050  (R)          SA        (l)           S0+   -1  0.00  (R)SA(l)0^+^
095035.08   +044623.3  CGCG 035-066                    28338  196811  0.030  (R)          SAB_a     (_rs)         S0+   -1  0.50  (R)SAB_a(_rs)0^+^
095044.40   +112301.9  2MASX J09504441+1123020       1392785   80272  0.130  (RP)         SAB       (s)           Sb     3  0.50  (RP)SAB(s)b:
095049.88   +170818.3  CGCG 092-056                    28342  187092  0.028  (R1)         SAB_a     (l)           S0/a   0  0.50  (R1)SAB_a(l)0/a
095057.49   +585412.5  2MASX J09505744+5854126       2584088  190985  0.026               SB        (irpl)        S0/a   0  1.00  SB(irpl)0/a
095123.48   -012025.6  2MASX J09512347-0120258       1121024   29630  ---    (R1P)        SAB       (l)           Sa     1  0.50  (R1P)SAB(l)a
095156.98   -011531.5  2MASX J09515699-0115318       1123030   29631  ---    (R2P)        SAB_a     (s)           S0/a   0  0.50  (R2P)SAB_a(s)0/a
095158.05   +532804.9  2MASX J09515801+5328051       2441916   27490  0.097  (RP)         S_AB      (s)           Sab    2  0.25  (RP)S_AB(s)ab
095200.72   +040902.7  CGCG 035-072                    28419   25885  0.031               SA        (irpl,r)      S0/a   0  0.00  SA(irpl,r)0/a
095202.94   -011239.4  2MASX J09520297-0112391       1124165   29632  0.086  (R)          SAB       (l)           S0/a   0  0.50  (R)SAB(l)0/a
095204.64   +112127.1  SDSS J095204.64+112127.0      1392399   80277  0.145               SB        (r)           Sc     5  1.00  SB(r)c:
095208.15   +291410.4  NGC 3032                        28424  127385  0.005  (RPL)        SA        (l,r_d)       S0/a   0  0.00  (RPL)SA(l,r_d)0/a
095227.71   +395925.6  2MASX J09522774+3959253       2158890  238860  0.048               SA        (r)           S0+   -1  0.00  SA(r)0^+^
095231.64   +485003.8  2MASX J09523160+4850034       2326769   44922  0.061  (RL)         SA_B      (r)           S0/a   0  0.75  (RL)SA_B(r)0/a
095305.10   +192555.8  NGC 3040 NED02                    ---  160975  0.025               SA        (r)           S0o   -2  0.00  SA(r)0^o
095308.59   +241756.8  2MASX J09530860+2417570       1704155  151827  0.034  (R1P)        SB        (irpl)        Sa     1  1.00  (R1P)SB(irpl)a:
095352.67   +173351.5  2MASX J09535267+1733508       1535805  166102  0.071  (R)          S_AB      (l)           S0+   -1  0.25  (R)S_AB(l)0^+^
095359.05   +233434.9  2MASX J09535907+2334349       1689795  157242  0.066  (L)          SA        (r)           S0+   -1  0.00  (L)SA(r)0^+^:
095402.20   +001421.3  2MASX J09540221+0014215       1160707  243848  0.064               SA        (rl)          S0o   -2  0.00  SA(rl)0^o
095421.95   +511436.4  MRK 0127                        28561   43859  0.037  (RP)         SAB       (s)           Sa     1  0.50  (RP)SAB(s)a:
095437.23   +063719.5  CGCG 035-084                    28580   57526  0.041  (R1)         S_AB      (l)           S0/a   0  0.25  (R1)S_AB(l)0/a
095441.48   +161943.2  2MASX J09544146+1619426       1506132  173438  0.039  (RP)         SAB       (s)           Scd    6  0.50  (RP)SAB(s)cd
095448.36   +374113.0  IC 2516                         28589  205167  0.017  (RL)         SA        (l)           S0+   -1  0.00  (RL)SA(l)0^+^
095450.11   +554826.4  2MASX J09545005+5548261       2515011  194399  0.025  (R1:)        SAB       (r,bl)        S0+   -1  0.50  (R1:)SAB(r,bl)0^+^
095452.88   +022122.6  SDSS J095452.86+022122.6          ---   22607  0.100  (RL)         SAB       (l)           Sa     1  0.50  (RL)SAB(l)a pec
095502.09   +043717.2  2MASX J09550206+0437172       3356282   26166  0.091  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a
095537.75   +121844.5  2MASX J09553777+1218439       3090972   81238  0.053               SA        (_rs)         Sa     1  0.00  SA(_rs)a
095544.43   +193119.5  2MASXi J0955444+193119            ---  169090  0.084  (R1)         S_AB      (irpl)        Sab    2  0.25  (R1)S_AB(irpl)ab
095544.95   +375615.3  2MASX J09554497+3756152       2113498   78617  0.067  (R2P)        SAB       (s)           Sa     1  0.50  (R2P)SAB(s)a
095547.86   +272212.9  2MASX J09554783+2722134       1806004  148626  0.055  (RP)         SA        (r)           Sab    2  0.00  (RP)SA(r)ab
095555.68   +502416.8  2MASX J09555569+5024168       2372076   47028  0.066  (R1)         S_AB      (rl)          S0+   -1  0.25  (R1)S_AB(rl)0^+^
095558.81   +580837.2  2MASX J09555875+5808368       2575063  193589  0.141  (R1P)        SAB       (l)           Sab    2  0.50  (R1P)SAB(l)ab
095602.88   +340331.9  2MASX J09560288+3403323       2043187  115511  0.087  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b
095625.43   +215432.8  2MASX J09562543+2154323       1659703  155753  0.067  (R2P)        SAB_a     (l)           Sa     1  0.50  (R2P)SAB_a(l)a
095635.79   +012542.8  NGC 3062                        28699   22266  0.028  (RP)         SA        (l)           Sab    2  0.00  (RP)SA(l)ab:
095713.81   +112809.3  2MASX J09571376+1128091       1394099   80284  0.167  (R2P)        S_AB      (s)           Sab    2  0.25  (R2P)S_AB(s)ab:
095725.39   +383218.6  2MASX J09572536+3832186       2129843   78747  0.049  (L)          SA        (r)           S0/a   0  0.00  (L)SA(r)0/a
095739.04   +001957.2  2MASX J09573904+0019565       1163210  243862  0.081  (R2P)        SAB_a     (s)           Sb     3  0.50  (R2P)SAB_a(s)b
095758.60   +175813.9  SDSS J095758.59+175813.9      1546638  166105  0.071  (RPL)        SA        (l:)          Sa     1  0.00  (RPL)SA(l:)a:
095803.46   +363655.3  2MASX J09580346+3636551       2083788  206953  0.053               SA        (r)           Sab    2  0.00  SA(r)ab
095804.12   +615250.3  2MASX J09580413+6152505       2626392   12005  0.113  (RP)         SAB       (l)           Sb     3  0.50  (RP)SAB(l)b
095810.80   +340012.8  2MASX J09581077+3400129       2042316  226595  0.038  (R1PL)       SB        (_rs)         Sab    2  1.00  (R1PL)SB(_rs)ab
095816.99   +680608.8  CGCG 312-029                    28802  107867  0.037  (RL)         SA        (rs,r)        S0/a   0  0.00  (RL)SA(rs,r)0/a
095838.03   +303551.6  2MASX J09583803+3035511       1910104  124072  0.082               SA        (r)           Sab    2  0.00  SA(r)ab:
095844.09   +115004.7  2MASX J09584408+1150049       1399469  110378  0.080  (R)          SA                      S0+   -1  0.00  (R)SA0^+^
095848.58   +064920.1  2MASX J09584856+0649199       1308192   60655  0.078  (R1)         SAB_a     (rs,bl)       S0+   -1  0.50  (R1)SAB_a(rs,bl)0^+^
095908.61   +081409.8  2MASX J09590860+0814099       3462291   62352  0.097  (R1P)        SAB_a     (l)           S0/a   0  0.50  (R1P)SAB_a(l)0/a
095925.01   +340449.2  2MASX J09592499+3404493       3749771  226596  0.095  (R2P)        S_AB      (l)           Sb     3  0.25  (R2P)S_AB(l)b + IR?
095927.80   -020707.6  2MASX J09592781-0207077       1101256   29336  ---    (R)          SAB       (l)           S0+   -1  0.50  (R)SAB(l)0^+^
095935.08   +283908.9  SDSS J095935.07+283908.9      1842004  134348  0.105  (R2P)        SAB       (s)           Sc     5  0.50  (R2P)SAB(s)c:
095936.44   +064629.0  SDSS J095936.43+064629.0      4220433   57537  ---    (R)          S_AB      (_rs)         S0/a   0  0.25  (R)S_AB(_rs)0/a
095940.74   +262104.0  2MASX J09594072+2621041       1772913  151146  0.081  (RL:)        SA_B      (_rs)         S0/a   0  0.75  (RL:)SA_B(_rs)0/a
095942.25   -020859.6  CGCG 008-010                    28891   29334  0.037  (R1PR2P)     S_AB      (r)           Sa     1  0.25  (R1PR2P)S_AB(r)a
100001.01   +083001.5  2MASX J10000101+0830019       1348119   74798  0.087               S_AB      (r)           Sab    2  0.25  S_AB(r)ab
100029.66   +162104.5  2MASX J10002965+1621047       1506700  186575  0.080  (R1P)        SAB       (rl)          Sab    2  0.50  (R1P)SAB(rl)ab
100030.70   -020940.7  UGC 05380                       28946   29337  0.021  (L)          SB        (r,bl)        S0/a   0  1.00  (L)SB(r,bl)0/a
100042.18   +095218.4  SDSS J100042.18+095218.3      1371222   79391  0.056  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b:
100111.61   +001332.5  UGC 05388                       29000  243867  0.033  (RP)         SAB       (rs)          Sa     1  0.50  (RP)SAB(rs)a pec
100115.90   +544254.5  2MASX J10011593+5442546       2478009   58090  0.047               S_AB_a    (r)           S0+   -1  0.25  S_AB_a(r)0^+^
100144.27   +575349.9  2MASX J10014432+5753495       2572243  194053  0.080  (R)          SAB       (s)           S0/a   0  0.50  (R)SAB(s)0/a
100154.92   +531536.4  CGCG 266-009                    29047   44226  0.039  (RP)         SA        (_rs)         Sab    2  0.00  (RP)SA(_rs)ab [c]
100207.04   +030327.7  IC 0588                         29057   19783  0.023  (R1P)        SAB       (r)           S0/a   0  0.50  (R1P)SAB(r)0/a
100228.34   +535156.7  MCG +09-17-011                  29068   57855  0.039  (R)          SB_a                    S0+   -1  1.00  (R)SB_a0^+^
100254.82   +290058.5  2MASX J10025482+2900582       1853106  123264  0.085  (RP)         SAB       (s)           Sb     3  0.50  (RP)SAB(s)b:
100305.02   +311412.0  2MASX J10030502+3114118       1937874  113630  0.091               SA        (rs)          Sa     1  0.00  SA(rs)a:
100323.32   +482157.0  CGCG 239-054                    29147   52219  0.025  (RP)         SAB       (rs)          Sa     1  0.50  (RP)SAB(rs)a pec
100328.82   +463742.0  KUG 1000+468                    29155   51435  0.016  (R1L)        SAB       (_rs)         S0/a   0  0.50  (R1L)SAB(_rs)0/a
100333.94   +600916.9  2MASX J10033395+6009172       2598659    7592  0.121  (R2P)        SAB       (l)           S0/a   0  0.50  (R2P)SAB(l)0/a
100346.08   +165512.3  CGCG 093-034                    29169  186781  0.034  (R1P)        SAB_x     (rl)          Sab    2  0.50  (R1P)SAB_x(rl)ab
100358.71   +292812.1  2MASX J10035871+2928116       1867307  123498  0.051  (R)          SAB_a     (l)           S0+   -1  0.50  (R)SAB_a(l)0^+^
100408.18   +500830.7  2MASX J10040821+5008305       2364049   46559  0.067  (R1P)        SAB       (l)           Sa     1  0.50  (R1P)SAB(l)a
100414.55   +390705.9  2MASX J10041455+3907064       2143653  211434  0.135               SA        (rs)          Sa     1  0.00  SA(rs)a:
100425.52   +362753.7  2MASX J10042552+3627534       2081094   83476  0.091               SA        (r)           Sb     3  0.00  SA(r)b pec
100439.82   +453406.1  2MASX J10043984+4534058       2267065   55795  0.065  (R2P)        S_AB_a    (l)           Sb     3  0.25  (R2P)S_AB_a(l)b
100440.83   +002211.6  2MASX J10044083+0022117        135738  243882  0.045  (R1R2P)      SA_B      (l)           Sa     1  0.75  (R1R2P)SA_B(l)a
100453.02   +443810.1  CGCG 240-005                    29244   54789  0.023  (R)          SB        (r,bl)        S0/a   0  1.00  (R)SB(r,bl)0/a
100457.51   +123031.7  SDSS J100457.50+123031.6      3533255  110631  0.030  (RP)         SAB                     Sd     7  0.50  (RP)SABd: pec
100504.37   +024421.7  2MASX J10050435+0244220       1236100   22761  0.081  (R)          S_AB      (r)           Sa     1  0.25  (R)S_AB(r)a
100508.19   +455840.7  2MASX J10050822+4558407       2273392   56189  0.069  (R)          S_AB      (r)           S0/a   0  0.25  (R)S_AB(r)0/a
100517.72   +455129.2  2MASX J10051777+4551286       2271521   52921  0.069  (R1P)        SB        (p,r,bl)      Sab    2  1.00  (R1P)SB(p,r,bl)ab
100522.97   +283856.3  2MASX J10052295+2838565       3750929  134208  0.087               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab
100529.61   +275844.3  2MASX J10052958+2758444       1823001  148643  0.055  (R1R2P)      SAB_a     (l)           Sa     1  0.50  (R1R2P)SAB_a(l)a
100534.71   +392852.8  2MASX J10053467+3928530       3580813  205236  0.141  (R2P)        SAB       (l:)          Sb     3  0.50  (R2P)SAB(l:)b
100536.13   +143337.0  2MASX J10053610+1433371       1461243  188572  0.030               SB        (_rs,bl)      Sa     1  1.00  SB(_rs,bl)a
100538.29   +054726.8  2MASX J10053829+0547271       3463070   59537  0.123  (R2P)        SAB_a     (s)           Sc     5  0.50  (R2P)SAB_a(s)c
100608.36   +025808.5  2MASX J10060833+0258087       1242105   19794  0.022  (R12P)       SB        (s)           Sa     1  1.00  (R12P)SB(s)a pec
100633.01   +533636.2  2MASX J10063304+5336356       2445881   50228  0.048  (R)          SA                      S0/a   0  0.00  (R)SA0/a
100644.81   +184009.7  2MASX J10064484+1840097       1566596  166856  0.055               SB        (rs)          Sab    2  1.00  SB(rs)ab
100644.92   +121356.4  2MASX J10064493+1213567       1405954   80788  ---    (RP)         SB        (p,_rs,bl)    Sab    2  1.00  (RP)SB(p,_rs,bl)ab
100650.66   +510209.0  2MASX J10065067+5102084       2387217   64945  0.059  (RL)         SB                      S0/a   0  1.00  (RL)SB0/a
100652.50   +140443.1  CGCG 064-063                    29390  187284  0.029  (L)          SAB       (rs,bl)       S0/a   0  0.50  (L)SAB(rs,bl)0/a
100729.66   +093036.0  2MASX J10072965+0930361       1366164   79209  0.060  (R)          SA                      S0+   -1  0.00  (R)SA0^+^
100729.74   +470957.0  2MASX J10072974+4709573       2293473  203931  0.106  (R2P)        SAB       (rs)          Sb     3  0.50  (R2P)SAB(rs)b
100729.89   +352810.6  KUG 1004+357                    29437  115968  0.042  (R1)         S_AB      (r)           S0+   -1  0.25  (R1)S_AB(r)0^+^
100732.22   +143630.9  CGCG 093-051                    29438  188577  0.040  (L)          SAB                     S0o   -2  0.50  (L)SAB0^o + IR?
100732.63   +293303.0  2MASX J10073263+2933027       1869899  125911  0.094  (R1)         SA_B_a    (s)           Sab    2  0.75  (R1)SA_B_a(s)ab
100746.04   +163018.2  2MASX J10074604+1630185       3751431  173277  0.074  (RP)         SAB       (r)           Sa     1  0.50  (RP)SAB(r)a
100751.79   -001618.9  2MASX J10075180-0016186       1147507   28391  0.069  (R1P)        SAB       (l)           S0+   -1  0.50  (R1P)SAB(l)0^+^
100813.78   +122909.4  2MASX J10081376+1229092       1410414  110635  0.031  (L)          SA        (r)           S0/a   0  0.00  (L)SA(r)0/a
100827.24   +143305.6  CGCG 093-058                    29480  187527  0.029               SA_B_a    (_rs,bl)      Sb     3  0.75  SA_B_a(_rs,bl)b
